organisationid,shardid,shortcode,organisationstatus,createddateutc,signupdateutc,productoption,deleteddateutc,saleschannel,channeltype,salestaxbasis,salestaxperiod,salestaxtype,incometaxbasis,provisionaltaxbasis,managedbypracticeflag,payingflag,marketcode,nonpracticestaffusers,practicestaffusers,trialflag
3416F727-E06C-4771-A642-9B712F355FC1,120,!6H2TY,Active,2018-05-01 22:49:03,2018-05-31 00:00:00,Premium 5,,Online,Unknown,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,0,1,AU,3,0,0
CE793DA5-663D-410A-9172-732D1B3252D0,157,!ESxH9,Active,2013-08-19 01:43:51,2013-08-19 00:00:00,GST Cashbook,,Partner,Bookkeeper,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,3,2,0
145DB180-F25C-4308-BD5F-94EB62B6E070,72,!tPutx,Active,2016-06-02 01:54:42,2016-06-10 00:00:00,Premium 5,,Online,Unknown,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,0,1,AU,4,0,0
B920BEE6-A135-4181-AFD9-CAF7EC66E4D3,103,!oeSkS,Active,2014-04-07 07:16:36,2016-09-22 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,5,6,0
93A7320C-BCCA-4C99-9106-F3B7FA709406,138,!9ttBX,Deleted,2015-09-29 10:54:17,2015-10-14 00:00:00,Unknown,2019-02-16 14:30:41.24,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,0,AU,2,2,0
2F44936A-3955-4AEE-A638-233C89625B8C,128,!dmnRb,Active,2019-08-20 10:09:41,2019-08-20 00:00:00,Standard,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,1,0
3F46D906-E6D7-4469-9C47-849BD2AD5601,150,!AIYF0,Active,2017-01-27 07:15:04,2017-02-14 00:00:00,Premium 5,,Online,Unknown,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,0,1,AU,1,0,0
0C03568F-81B1-4CDC-B022-69EB526E61AA,144,!qLR19,Deleted,2017-06-30 21:43:53,2017-07-01 00:00:00,Unknown,2019-12-14 14:30:51.327,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,0,AU,1,2,0
98595252-70D6-41A8-B92F-4DF87498279B,120,!Jx9ns,Active,2013-03-10 20:46:44,2019-08-26 00:00:00,Starter,2019-07-31 02:26:11.657,Partner,Bookkeeper,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,6,3,0
6F613E4C-0BF9-4343-A7A3-446C6CD7B13C,157,!JuiPl,Active,2018-06-11 23:05:57,2018-06-19 00:00:00,Premium 50,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,5,5,0
31B05107-160E-4B26-ACB1-6B93C8BCA70B,145,!xn3aZ,Active,2018-09-10 23:50:40,2018-10-06 00:00:00,Premium 5,,Online,Unknown,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,0,1,AU,1,0,0
5D212659-06C6-4545-83B2-86911477C388,127,!NzFoh,Active,2015-02-12 01:44:49,2015-02-13 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,1,0
DE2E020B-253F-4F89-965D-F9112159D509,115,!CUDN5,Active,2014-08-11 00:18:45,2019-07-05 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,10,0
1CFBCEF1-FBB3-4CC8-A5D6-AD94EF3FB4B8,72,!r0ixD,Active,2016-07-11 05:55:32,2017-01-25 00:00:00,Premium,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,7,2,0
A178E706-FCAB-4055-9C6A-348AC1D68027,104,!vYb9l,Active,2014-06-17 23:02:24,2014-06-18 00:00:00,Standard,,Partner,Bookkeeper,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,6,0
C8591DAE-31A7-49C0-8CD2-C92AD905AD08,104,!06kp5,Active,2019-02-07 04:19:43,2019-02-25 00:00:00,Standard,,Partner,Accountant,Australian Accrual Basis,Australian Monthly,Australian GST,Australian Income Times (Option 2),None,1,1,AU,5,6,0
979323A0-ADB6-4FEB-B650-9012DD0528AB,110,!Bgauy,Active,2013-06-24 00:34:11,2013-06-25 00:00:00,Premium 20,,Partner,Accountant,Australian Accrual Basis,Australian Monthly,Australian GST,None,None,1,1,AU,1,13,0
3471DCFC-3045-4D3B-9136-2D91FB8B667A,108,!E5Gwo,Active,2017-06-13 02:46:56,2017-06-16 00:00:00,Premium 100,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,3,2,0
70419D23-18D1-4054-9BC1-2DD1AE5D66BE,144,!zJVzg,Active,2017-07-06 01:05:14,2017-11-22 00:00:00,Premium 20,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,23,9,0
28B7E2D6-7ECD-4B26-8D8F-5EB294DF816D,114,!sbqAn,Active,2014-06-27 02:54:15,2014-06-27 00:00:00,Premium,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,11,0
D4F0AADB-C466-4A94-9ABE-BE70422DF514,121,!1p1aK,Active,2013-05-05 06:26:39,2013-05-25 00:00:00,Standard,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,3,0
5ECDA206-53E8-4690-98B0-BD68272141C6,108,!6NsZH,Active,2012-09-13 00:22:16.567,2012-09-26 00:00:00,Premium,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,3,8,0
572536AF-B819-4BC1-A92E-5C13BE2C6F78,88,!0gUVQ,Active,2015-09-28 05:23:30,2015-10-23 00:00:00,Premium 20,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,5,14,0
A5F358B8-92CC-4409-8496-1A4B60F65F85,87,!9xQak,Deleted,2017-02-13 01:17:41,,Unknown,2017-06-19 00:12:13,Online,Unknown,Australian Cash Basis,Australian Monthly,Australian GST,Australian Quarterly Installment (Option 1),None,0,0,AU,1,0,1
2FF64EC5-DB73-4C8B-9CEB-E5C50A36412E,150,!svAb8,Active,2016-10-13 01:48:56,2018-10-05 00:00:00,Premium 5,,Online,Unknown,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,0,1,AU,6,0,0
863BCF45-1EAE-451E-8BB3-011D9A78719E,120,!Ifbk6,Active,2011-02-02 06:21:14,,Unknown,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,0,AU,0,31,0
F2C857AF-A90A-4AA2-B8FD-5C5BBC4B78A0,150,!bfJEm,Deleted,2014-06-12 06:32:09,2018-05-02 00:00:00,Unknown,2019-07-24 15:31:35.303,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,0,AU,2,5,0
7D9D2DA7-941C-4080-8EAD-C060A81491B1,88,!GFnXl,Active,2016-04-04 13:11:28,2016-04-21 00:00:00,Unknown,,Partner,Bookkeeper,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,0,0,AU,0,1,0
D8E41768-C5CD-4565-9767-491F4E5FBE22,145,!PGHLB,Active,2018-07-05 08:11:13,2018-07-11 00:00:00,Premium,,Online,Unknown,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,0,1,AU,4,0,0
F6AE075B-49F0-494B-8BA3-2AEC142232AA,121,!0Hy0h,Active,2018-10-30 02:56:46,2018-10-30 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,2,1,0
2E149E2D-96C8-446B-8704-1488E4EF0314,126,!zFZ0v,Active,2015-02-02 05:54:12,2015-02-02 00:00:00,Premium,,Partner,Accountant,Australian Accrual Basis,Australian Monthly,Australian GST,None,None,1,1,AU,3,7,0
30CA6A55-04FA-41C7-92CB-F2F996812818,104,!nzEEK,Active,2017-06-22 06:17:46.367,2019-08-29 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,0,3,0
C42FD836-E5CF-41DD-AC3A-CC7CFA6D9387,150,!D9kAe,Active,2016-12-20 03:36:37,2016-12-20 00:00:00,Premium 50,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,20,6,0
084FF3B2-B898-490B-8454-329AD3EA4F94,116,!nW8pr,Active,2014-10-14 02:23:52,2014-10-14 00:00:00,Premium 50,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,21,14,0
BED924B2-41D9-4151-ACBA-62725556B5DC,134,!osMOu,Deleted,2016-03-22 01:21:02,2016-04-18 00:00:00,Unknown,2018-09-11 15:30:10.597,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,0,AU,3,6,0
6AD9D057-076E-4D13-A102-91C754843E20,103,!qdvZA,Active,2017-04-27 03:07:01,2017-05-27 00:00:00,Standard,,Online,Unknown,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,0,1,AU,2,0,0
A11999D9-F8C6-4093-99A4-64C029F32700,102,!0Oc0f,Active,2017-06-01 05:10:59,2017-06-30 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,4,0
57D76026-E130-484D-9A62-22B4ACAF586C,84,!SW4US,Active,2017-03-21 05:42:46,2017-03-21 00:00:00,Premium 20,,Partner,Accountant,Australian Accrual Basis,Australian Monthly,Australian GST,None,None,1,1,AU,3,8,0
0C150CCC-2C90-4421-8BFF-B3060B6FD44F,126,!sYfAc,Active,2019-03-19 19:04:07,2019-04-04 00:00:00,Standard,,Online,Unknown,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,0,1,AU,2,0,0
F76469E0-4804-4864-9080-F983848E965E,108,!qy9sK,Active,2017-06-22 23:59:50,2017-06-23 00:00:00,Starter,,Partner,Accountant,Australian Cash Basis,Australian Monthly,Australian GST,None,None,1,1,AU,1,7,0
42243C8D-ABAE-4315-AEF3-C417A16A7574,121,!ceTD8,Active,2013-06-19 02:30:57,2013-07-04 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,2,1,0
A3947EBA-B7D6-42F7-B214-25BD7FF3BD8A,115,!TdPpm,Active,2014-09-26 05:42:39,,Unknown,,Partner,Bookkeeper,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,0,AU,0,2,0
0CF4D84E-4483-4667-A58E-08292F3B419B,116,!ME1Sw,Active,2014-12-01 04:21:37,2014-12-02 00:00:00,Premium 50,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,6,0
AED57FCF-D8FF-4A69-BB2B-5C735B7CEBCF,163,!wNULZ,Active,2016-08-17 01:36:05.353,2016-08-17 00:00:00,Standard,,Partner,Bookkeeper,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,3,3,0
323D4A6E-5D81-4A61-8223-BE7628BDA557,156,!5GDi2,Active,2011-02-23 07:48:38.307,2011-02-23 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,8,0
98E5530D-4857-4B34-A8C9-57F67E904727,115,!53EY9,Active,2018-07-28 09:34:25,2018-10-23 00:00:00,Standard,,Partner,Bookkeeper,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,1,1,0
2D92FFD2-31F5-4C91-AEE5-8E299EA9D62F,84,!BE1ze,Active,2017-03-07 08:06:17,2017-03-28 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,6,0
FE72F626-5DD7-4FC1-B3C0-5268099ED8BD,114,!C1piy,Active,2014-07-03 09:28:34,2016-05-19 00:00:00,Premium 50,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,4,4,0
A6536D2D-5E20-4B67-9398-CBE7349AB119,114,!pp0Qg,Active,2014-07-10 03:46:32,2014-08-27 00:00:00,Premium 5,,Online,Unknown,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,0,1,AU,5,0,0
B9ACC1EF-139E-4A30-A9C2-FCA6C0A2356E,126,!8WvWO,Active,2015-04-21 01:58:59,2016-01-11 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,4,7,0
831270B7-4204-4475-A935-4AD8550CC4BB,104,!zd4Ho,Active,2012-06-29 00:53:45,2017-05-15 00:00:00,Premium 5 + Projects,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,3,1,0
978DDD75-EF38-46E6-BCF8-2566383E28B9,103,!CxTgR,Active,2019-07-01 07:35:16,2019-07-02 00:00:00,Premium 5,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,4,1,0
B341107E-D198-40D5-A076-89864C86A84A,133,!QrQta,Active,2015-11-26 00:40:37,2015-12-23 00:00:00,Premium 5,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,6,3,0
31C56661-FD90-4A9F-A46C-9D6F888DDACC,104,!gD7TL,Active,2014-05-29 00:55:55,2014-05-29 00:00:00,Premium 20,,Partner,Accountant,Australian Accrual Basis,Australian Monthly,Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,8,6,0
E9FE53BA-D02A-49B3-9A8F-43AC615E4726,115,!u1XO7,Active,2018-10-31 02:01:12,2018-10-31 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,4,3,0
C52E1CC9-CB29-41F4-AD88-A801CA128ABB,108,!ovB6w,Active,2013-08-27 04:36:48,2013-09-05 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,3,0
C0B68E31-974A-411D-BA93-190D93D34F52,116,!3YVsT,Active,2014-12-03 03:00:57,2014-12-03 00:00:00,Unknown,,Partner,Bookkeeper,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,0,0,AU,0,1,0
AFE49CA8-3463-4B69-8876-9DFB4B066B29,110,!eGa9Y,Active,2013-06-27 06:05:00.847,2013-06-27 00:00:00,Payroll Cashbook,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,5,0
30EE3E2A-714E-4962-B8B4-5FCAEDE48C45,132,!Emjv9,Active,2017-12-07 04:34:23,2017-12-07 00:00:00,Standard,,Partner,Accountant,Australian Accrual Basis,Australian Monthly,Australian GST,None,None,1,1,AU,4,1,0
7F2D1EAF-C756-44C3-95AD-76D519D7AF79,102,!OAp2P,Active,2014-04-29 22:58:41,2019-06-25 00:00:00,Premium,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,1,13,0
E67A8254-3993-4722-9172-06E3DE0B8675,156,!gCfBS,Active,2011-03-28 02:13:21,2011-03-28 00:00:00,Premium 5,2012-11-18 22:21:27,Partner,Bookkeeper,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Income Times (Option 2),None,1,1,AU,9,7,0
04D4EDAD-41E1-44DB-A1A9-3E4A6F865ABE,104,!6KJHq,Active,2014-06-20 04:31:59,2014-07-17 00:00:00,Premium 50,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,44,13,0
5A095C5F-CFAD-495D-8F29-45FD2460C25A,150,!8ip1t,Active,2016-11-02 12:56:19,2016-11-03 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,3,6,0
D9980DC9-6389-4EC7-8DF2-00BF5319CE48,72,!0Hafm,Active,2016-07-01 10:22:31,2016-07-08 00:00:00,Premium,,Online,Unknown,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,0,1,AU,5,0,0
8BEF34D1-AF0A-4B62-9D85-EBA7218FED00,162,!YhZxf,Active,2016-08-05 01:05:51,2017-06-02 00:00:00,Starter,,Partner,Bookkeeper,Australian Accrual Basis,Australian Monthly,Australian GST,Australian Income Times (Option 2),None,1,1,AU,1,1,0
91312210-2B92-4AC2-BEBD-5560057353F6,121,!5gmdF,Active,2013-09-09 01:54:30.52,2013-09-09 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,3,0
44B2A0A3-6520-4084-9399-329B2CC725B8,134,!YbIet,Active,2017-11-09 00:26:21,2017-11-09 00:00:00,Standard,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,24,31,0
986BBCEC-9862-413B-8807-EA3FFDCC209A,156,!Is423,Active,2013-03-22 02:13:10,2013-03-22 00:00:00,Premium 5,,Partner,Accountant,Australian Accrual Basis,Australian Monthly,Australian GST,Australian Income Times (Option 2),None,1,1,AU,10,9,0
1986D40C-F2C3-473C-BB83-6A76F7359B02,138,!W0Xg5,Active,2015-07-27 10:35:37,2015-08-26 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,1,2,0
D496100A-151D-4CB4-8915-817C308DA058,120,!psbM0,Active,2018-05-24 03:24:07,2018-05-25 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,3,5,0
51F9E33D-6824-48E9-B5A6-B5EB9F376863,72,!RJD7k,Active,2016-06-20 09:59:09,2016-06-24 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,3,7,0
2EB2089B-6C79-490C-A6B9-3E80640892FD,133,!DYQXa,Active,2015-08-01 04:00:08,2018-10-15 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,2,4,0
D6E284C8-C807-4E78-A069-FC4C0713A4CA,115,!oQpE3,Active,2014-08-28 00:55:05,2018-11-06 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,3,1,0
5BA193ED-C80C-4EF0-9406-0D76FC373893,102,!rTzLg,Active,2014-02-23 23:24:34,2019-09-20 00:00:00,Starter,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,1,1,0
D13DAF17-AC5F-4A75-812C-70A933AB00D5,145,!k2joS,Active,2017-06-30 04:25:45.043,2017-06-30 00:00:00,GST Cashbook,2019-05-02 15:47:56.313,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,0,8,0
E6BCA6F2-49F8-4433-A12E-5AD9DAA850CF,114,!68Ppk,Deleted,2014-05-10 20:29:43.313,2019-10-16 00:00:00,Unknown,2020-01-16 14:31:17.897,Online,Unknown,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,0,0,AU,1,0,0
1F54922D-2711-4DDF-9B69-E58420CB84FB,144,!XjLXS,Active,2017-07-01 05:18:54,2017-08-14 00:00:00,Premium 5,,Partner,Bookkeeper,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,3,2,0
0F223F2C-5351-4387-9152-32CD52E83672,150,!zazdB,Active,2017-01-07 06:41:46,2018-10-17 00:00:00,Premium,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,3,8,0
109161FC-29DE-40D5-B3CD-ADDB63987A4C,128,!Av8kB,Active,2015-07-14 02:31:59,2015-07-14 00:00:00,Standard,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,2,3,0
8DD6A323-2178-4EAE-913F-029FFA01E7C8,152,!zHl6d,Active,2014-11-03 23:49:16,2014-11-04 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,2,6,0
2CAAF5AF-FCE8-47FB-8D60-B459773890E2,127,!bd3bl,Active,2015-08-23 00:10:42,2015-09-06 00:00:00,Standard,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,3,5,0
1DFEA0F6-237E-4F45-8B6E-611508C31566,103,!B8awr,Active,2013-01-25 02:38:42,2013-02-12 00:00:00,Premium 20,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,Australian Income Times (Option 2),None,1,1,AU,7,13,0
069B9583-5799-4180-8CB2-5A20BCB7139A,145,!VvP9p,Active,2018-07-19 05:06:08.297,2019-11-15 00:00:00,Standard,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,4,10,0
1D69E8E5-180A-442D-8617-706970FC09DD,133,!uKFTl,Active,2015-09-14 20:26:13,2015-09-15 00:00:00,Premium 5,,Partner,Financial Advisor,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,0,10,0
7F82D362-AEA6-4482-9F00-23F6B0D5C2E6,88,!ocuqX,Active,2018-08-28 09:58:12,2018-09-12 00:00:00,GST Cashbook,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,2,0
4E0DF61E-0278-40E1-85D5-A40F880C5DB4,134,!5ZLvk,Active,2018-02-15 12:06:21,2018-02-27 00:00:00,Premium,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,0,1,0
47A60CF0-ACC0-4FC0-86CC-85C84C5642FA,114,!ULnl8,Active,2014-06-19 04:34:07,2016-03-03 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,3,0
64CFED68-3321-485B-BCAE-3209BD1E0B97,103,!4Yq1s,Active,2017-11-07 01:01:10,2019-01-31 00:00:00,Premium 20,,Partner,Bookkeeper,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,4,2,0
1333C037-2247-4737-87F2-78A9AE0B8029,127,!sGmY7,Active,2015-07-29 04:36:38,2017-12-08 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,2,6,0
F39A109B-DBB2-40CB-8B2E-153735261BCF,110,!Cew54,Active,2018-02-01 00:46:23,2018-02-01 00:00:00,Premium 20,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,6,5,0
EEB1830B-5DA2-4D4C-83EB-358971CB3770,150,!oYdxt,Active,2016-12-24 07:14:13,2017-01-15 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,1,0
AB3E32A6-02FF-47AE-914E-B4980E14DBA3,132,!7KAR6,Active,2015-12-15 04:37:17,2015-12-15 00:00:00,Premium,,Partner,Franchise,Australian Cash Basis,Australian Quarterly (Option 3),Australian GST,None,None,1,1,AU,1,6,0
5D57FB8E-ECFB-4402-B684-C72B06940EAB,72,!dk1Qh,Active,2016-06-23 13:17:26,2017-02-14 00:00:00,Premium 20,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,8,6,0
8A19DC52-08F6-4796-A4AF-E24AE64F16D2,88,!Q910G,Active,2018-10-12 05:19:53,2018-11-13 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,0,3,0
1F01B1D8-6A93-4C00-9ED2-0BF9FC8890FB,126,!JWOQg,Active,2015-01-07 03:30:58,2017-02-08 00:00:00,Standard,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,3,9,0
EF79C4F9-1A86-4FBD-AB6C-C9A1688344FE,163,!ZR5xn,Active,2016-08-12 01:50:57,2016-08-12 00:00:00,Premium,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,1,0
135EC06D-56E8-41FE-A5B2-F43ECC11E172,108,!33p9P,Active,2017-06-22 03:00:18,2017-07-26 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,5,0
F45EF9FD-A9C1-4C90-BC39-BB31C1760FF0,166,!npNdi,Active,2016-09-21 09:43:04,2016-10-22 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,1,0
2A1E6C3C-2AAF-4C99-B0B5-8DAB54BDBD4C,156,!pprCc,Deleted,2013-04-27 03:53:54,2019-06-05 00:00:00,Unknown,2019-08-04 15:30:44.15,Partner,Bookkeeper,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,0,AU,1,3,0
459714BF-F094-4BB3-B4E6-49CD1C8DC1D8,157,!ilB73,Active,2013-12-03 01:42:29,2013-12-03 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,3,3,0
E8B23023-C415-43A5-9CEA-4F7C5D2F7141,162,!P8gCt,Active,2016-07-17 18:32:42,2018-08-11 00:00:00,Premium 50,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,17,2,0
9D4AC363-5D77-4AB3-BC67-C533E2673E81,133,!x1hty,Deleted,2015-11-12 04:40:04.247,2019-09-25 00:00:00,Unknown,2019-10-28 14:45:32.62,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,0,AU,0,1,0
2DF18588-286D-478D-B70F-AD7D83903074,157,!okTyw,Active,2013-10-17 06:56:20,2013-11-13 00:00:00,Premium,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,9,5,0
